"id","numberofAA"
"sp|P38310|FTH1_YEAST",465
"sp|Q08969|GRE1_YEAST",168
"sp|P53306|GPI1_YEAST",609
"sp|Q12680|GLT1_YEAST",2145
"sp|P11353|HEM6_YEAST",328
"sp|P32480|HIR2_YEAST",875
"sp|P38695|HXT5_YEAST",592
"sp|P38074|HMT1_YEAST",348
"sp|P32581|IME2_YEAST",645
"sp|Q12442|IZH2_YEAST",317
"sp|P35191|MDJ1_YEAST",511
"sp|P43623|METC_YEAST",340
"sp|P32787|MG101_YEAST",269
"sp|P52918|MSN5_YEAST",1224
"sp|P53176|MST27_YEAST",234
"sp|P42939|MVB12_YEAST",101
"sp|P40991|NOP2_YEAST",618
"sp|Q03718|NSE5_YEAST",556
"sp|Q05166|NUP59_YEAST",528
"sp|P43548|AGP3_YEAST",558
"sp|P38179|ALG3_YEAST",458
"sp|P40507|AIR1_YEAST",360
"sp|P38840|ARO9_YEAST",513
"sp|P15801|DPOG_YEAST",1254
"sp|P33317|DUT_YEAST",147
"sp|P32525|ECM25_YEAST",599
"sp|P36049|EBP2_YEAST",427
"sp|Q3E705|EFG1P_YEAST",233
"sp|P47133|EMC2_YEAST",292
"sp|P40540|EMC5_YEAST",141
"sp|P32476|ERG1_YEAST",496
"sp|P41813|FKH2_YEAST",862
"sp|Q04739|GAL83_YEAST",417
"sp|P06174|HEM4_YEAST",275
"sp|Q04458|HFD1_YEAST",532
"sp|P06775|HIP1_YEAST",603
"sp|Q05787|HRD3_YEAST",833
"sp|Q12329|HSP42_YEAST",375
"sp|P32467|HXT4_YEAST",576
"sp|Q08295|IMA2_YEAST",589
"sp|P47185|HXT16_YEAST",567
"sp|P47125|I23O_YEAST",453
"sp|P30605|ITR1_YEAST",584
"sp|P00724|INV2_YEAST",532
"sp|Q03020|ISU1_YEAST",165
"sp|Q12405|LPX1_YEAST",387
"sp|P32585|MED18_YEAST",307
"sp|P39002|LCF3_YEAST",694
"sp|P10962|MAK16_YEAST",306
"sp|P25335|ALLC_YEAST",343
"sp|P18239|ADT2_YEAST",318
"sp|Q12509|ARP6_YEAST",438
"sp|P48362|HGH1_YEAST",394
"sp|Q12347|HRT3_YEAST",344
"sp|P39003|HXT6_YEAST",570
"sp|P39979|HPA3_YEAST",161
"sp|P47175|HMS2_YEAST",358
"sp|Q02888|INA17_YEAST",182
"sp|P00817|IPYR_YEAST",287
"sp|Q6B0V8|IRC16_YEAST",119
"sp|P39935|IF4F1_YEAST",952
"sp|P21374|ISY1_YEAST",235
"sp|P53193|JAC1_YEAST",184
"sp|P38144|ISW1_YEAST",1129
"sp|P39005|KRE9_YEAST",276
"sp|P17260|KRE1_YEAST",313
"sp|P38853|KEL1_YEAST",1164
"sp|P25586|KRR1_YEAST",316
"sp|Q3E772|LSO2_YEAST",92
"sp|Q06213|MED10_YEAST",157
"sp|Q08777|MCH5_YEAST",521
"sp|P23060|MAK32_YEAST",363
"sp|P39534|MBB1_YEAST",108
"sp|P39678|MBP1_YEAST",833
"sp|P53338|MAL13_YEAST",473
"sp|P21826|MLS2_YEAST",554
"sp|P53102|MND1_YEAST",219
"sp|Q03081|MET31_YEAST",177
"sp|P41821|MID1_YEAST",548
"sp|P50873|MRK1_YEAST",501
"sp|P25270|MRM1_YEAST",412
"sp|P40484|MOB1_YEAST",314
"sp|Q06390|MRB1_YEAST",306
"sp|P53059|MNT2_YEAST",558
"sp|P53214|MTL1_YEAST",551
"sp|Q03151|MTG1_YEAST",367
"sp|P38830|NDT80_YEAST",627
"sp|P53883|NOP13_YEAST",403
"sp|P46970|NMD5_YEAST",1048
"sp|P38181|NU170_YEAST",1502
"sp|Q08485|NRT1_YEAST",598
"sp|Q07913|NSE1_YEAST",336
"sp|Q02486|ABF2_YEAST",183
"sp|Q07747|AAD4_YEAST",329
"sp|P53886|APC1_YEAST",1748
"sp|P36973|APT2_YEAST",181
"sp|P18544|ARGD_YEAST",423
"sp|Q07528|ATG20_YEAST",640
"sp|P53551|H1_YEAST",258
"sp|P24814|GRR1_YEAST",1151
"sp|P34244|HSL1_YEAST",1518
"sp|P20050|HOP1_YEAST",605
"sp|P19882|HSP60_YEAST",572
"sp|P47155|ILM1_YEAST",203
"sp|Q12358|JLP1_YEAST",412
"sp|P35844|KES1_YEAST",434
"sp|Q12265|KPR5_YEAST",496
"sp|Q07887|LDB18_YEAST",179
"sp|P32783|MCES_YEAST",436
"sp|P36032|MCH2_YEAST",473
"sp|P10507|MPPB_YEAST",462
"sp|P53129|MON1_YEAST",644
"sp|P39552|MST28_YEAST",234
"sp|P36161|NU133_YEAST",1157
"sp|P40010|NUG1_YEAST",520
"sp|P53935|NST1_YEAST",1240
"sp|P32332|OAC1_YEAST",324
"sp|Q03558|OYE2_YEAST",400
"sp|P19262|ODO2_YEAST",463
"sp|P25568|ATG22_YEAST",528
"sp|P48361|ASK10_YEAST",1146
"sp|P80428|ARP4_YEAST",489
"sp|Q6Q5K6|HUG1_YEAST",68
"sp|Q01448|HPC2_YEAST",625
"sp|P54862|HXT11_YEAST",567
"sp|P38710|INM1_YEAST",295
"sp|P40576|INA22_YEAST",216
"sp|P38620|KPR2_YEAST",318
"sp|Q07508|LUC7_YEAST",261
"sp|Q92328|MDM12_YEAST",271
"sp|P38257|MMS4_YEAST",691
"sp|P53123|MRM2_YEAST",320
"sp|P35724|MNR2_YEAST",969
"sp|P40364|MPM1_YEAST",252
"sp|Q03104|MSC1_YEAST",513
"sp|P53725|MPP6_YEAST",186
"sp|P38191|MOH1_YEAST",138
"sp|P53159|MPS2_YEAST",387
"sp|Q05777|NCW2_YEAST",254
"sp|Q01560|NOP3_YEAST",414
"sp|P35729|NU120_YEAST",1037
"sp|Q02199|NUP49_YEAST",472
"sp|O94084|OPI9_YEAST",285
"sp|P40459|PANC_YEAST",309
"sp|P0CE85|PAU19_YEAST",124
"sp|P53943|AQR1_YEAST",586
"sp|Q04728|ARGJ_YEAST",441
"sp|P14904|AMPL_YEAST",514
"sp|P38986|ASPG1_YEAST",381
"sp|Q12039|HMI1_YEAST",706
"sp|P40441|HXT12_YEAST",457
"sp|Q03694|INP1_YEAST",420
"sp|Q06704|IMH1_YEAST",911
"sp|Q08227|INP54_YEAST",384
"sp|P32337|IMB3_YEAST",1089
"sp|P53877|IPI3_YEAST",555
"sp|P53901|INN1_YEAST",409
"sp|Q12425|ISA2_YEAST",185
"sp|P05986|KAPC_YEAST",398
"sp|P40358|JEM1_YEAST",645
"sp|P36132|KAE1_YEAST",386
"sp|P36224|JNM1_YEAST",373
"sp|Q12494|KCS1_YEAST",1050
"sp|P39962|KC13_YEAST",524
"sp|P13186|KIN2_YEAST",1147
"sp|P47055|LOH1_YEAST",219
"sp|P38300|MBA1_YEAST",278
"sp|P53341|MAL12_YEAST",584
"sp|P08465|MET2_YEAST",486
"sp|Q08970|MMT2_YEAST",484
"sp|P32333|MOT1_YEAST",1867
"sp|P40562|MPH1_YEAST",993
"sp|P29952|MPI_YEAST",429
"sp|P23500|MRS4_YEAST",304
"sp|P0CX81|MTCU2_YEAST",61
"sp|P32335|MSS51_YEAST",436
"sp|P08593|MSS18_YEAST",268
"sp|Q3E7Y6|NBL1_YEAST",73
"sp|P52919|NBP1_YEAST",319
"sp|Q12255|NYV1_YEAST",253
"sp|P05150|OTC_YEAST",338
"sp|P36163|OMA1_YEAST",345
"sp|P41543|OST1_YEAST",476
"sp|Q12447|PAA1_YEAST",191
"sp|Q03370|PEX29_YEAST",554
"sp|Q12144|PER33_YEAST",273
"sp|Q08580|PEX27_YEAST",376
"sp|P40025|PHM8_YEAST",321
"sp|P53691|PPID_YEAST",371
"sp|P23287|PP2B1_YEAST",553
"sp|P24031|PPA3_YEAST",467
"sp|P0CX77|ASP22_YEAST",362
"sp|P53258|GYP2_YEAST",950
"sp|P38635|HIS9_YEAST",335
"sp|P28817|HIBCH_YEAST",500
"sp|P15992|HSP26_YEAST",214
"sp|P25642|IMG2_YEAST",146
"sp|P47042|IKS1_YEAST",667
"sp|Q08416|IRC23_YEAST",157
"sp|P22517|KCC2_YEAST",447
"sp|P53846|LTO1_YEAST",162
"sp|P24719|MEK1_YEAST",497
"sp|P0CX09|MAN2_YEAST",502
"sp|P27705|MIG1_YEAST",504
"sp|Q06580|MLC2_YEAST",163
"sp|Q04922|MFB1_YEAST",465
"sp|P34166|MFA2_YEAST",38
"sp|P47085|MHO1_YEAST",338
"sp|P53045|MSMO_YEAST",309
"sp|P53166|MRH4_YEAST",561
"sp|Q12411|MPC70_YEAST",609
"sp|P39106|MNN1_YEAST",762
"sp|Q12317|MSB4_YEAST",492
"sp|P33748|MSN2_YEAST",704
"sp|P53070|MTO1_YEAST",669
"sp|P23059|NAA38_YEAST",88
"sp|P40354|NTA1_YEAST",457
"sp|P36147|PAM17_YEAST",197
"sp|P40550|PDR11_YEAST",1411
"sp|P80667|PEX13_YEAST",386
"sp|Q05568|PEX10_YEAST",337
"sp|Q06449|PIN3_YEAST",215
"sp|P53632|PAP2_YEAST",584
"sp|P42836|PFA3_YEAST",336
"sp|Q12746|PGA3_YEAST",312
"sp|P38797|PP2C7_YEAST",343
"sp|P40164|PP4R3_YEAST",858
"sp|Q04636|POB3_YEAST",552
"sp|Q12482|AGC1_YEAST",902
"sp|P25612|AAD3_YEAST",363
"sp|P39010|AKR1_YEAST",764
"sp|P43553|ALR2_YEAST",858
"sp|P32629|ANP1_YEAST",500
"sp|Q05123|ARP9_YEAST",467
"sp|Q04052|ARO80_YEAST",950
"sp|Q10740|LKHA4_YEAST",671
"sp|Q12321|MED1_YEAST",566
"sp|P32259|MED16_YEAST",974
"sp|O14467|MBF1_YEAST",151
"sp|Q06211|MMS1_YEAST",1407
"sp|P40469|MET18_YEAST",1032
"sp|Q03667|MIX17_YEAST",156
"sp|P0CD99|MPH2_YEAST",609
"sp|Q8TGN9|NAG1_YEAST",163
"sp|P53919|NAF1_YEAST",492
"sp|P40096|NCB1_YEAST",142
"sp|P33895|NUF2_YEAST",451
"sp|P43558|OTU1_YEAST",301
"sp|P43575|PAU5_YEAST",122
"sp|P40186|PCL7_YEAST",285
"sp|P22434|PDE1_YEAST",369
"sp|Q08215|PEX15_YEAST",383
"sp|Q12089|AEP3_YEAST",606
"sp|Q04601|APC4_YEAST",652
"sp|P15454|KGUA_YEAST",187
"sp|P28742|KIP1_YEAST",1111
"sp|P36005|KDX1_YEAST",433
"sp|P38851|LAM1_YEAST",1228
"sp|P43586|LOC1_YEAST",204
"sp|P32875|LIPA_YEAST",414
"sp|Q02205|MEH1_YEAST",184
"sp|P32490|MKK1_YEAST",508
"sp|P10659|METK1_YEAST",382
"sp|P26188|MGMT_YEAST",188
"sp|P47007|MRX5_YEAST",382
"sp|P39016|MPT5_YEAST",859
"sp|P41816|OYE3_YEAST",400
"sp|P16451|ODPX_YEAST",410
"sp|Q03790|NUP53_YEAST",475
"sp|P21375|OSM1_YEAST",501
"sp|P40897|OPT1_YEAST",799
"sp|P53259|PCP1_YEAST",346
"sp|P0CE89|PAU14_YEAST",120
"sp|P24867|PCL1_YEAST",279
"sp|P38126|PCH2_YEAST",564
"sp|Q12462|PEX11_YEAST",236
"sp|P38768|PIH1_YEAST",344
"sp|P39684|PES4_YEAST",611
"sp|P25297|PHO84_YEAST",587
"sp|P34221|PP2C3_YEAST",468
"sp|P40347|PPAL_YEAST",161
"sp|Q06644|PMT7_YEAST",662
"sp|P20053|PRP4_YEAST",465
"sp|P40303|PSA4_YEAST",254
"sp|P36113|HEL1_YEAST",551
"sp|Q12276|HER1_YEAST",1246
"sp|P53685|HST1_YEAST",503
"sp|P38922|HRB1_YEAST",454
"sp|P29295|HRR25_YEAST",494
"sp|P40886|HXT8_YEAST",569
"sp|P40885|HXT9_YEAST",567
"sp|Q06592|HPA2_YEAST",156
"sp|Q12134|HUA2_YEAST",243
"sp|P32351|IMPX_YEAST",346
"sp|P0CT04|IPB2_YEAST",75
"sp|P32526|KAR9_YEAST",644
"sp|P17119|KAR3_YEAST",729
"sp|Q04005|LIC4_YEAST",294
"sp|P34239|LST4_YEAST",828
"sp|P38801|LRP1_YEAST",184
"sp|P53145|LSG1_YEAST",640
"sp|P38132|MCM7_YEAST",845
"sp|P38112|MAK5_YEAST",773
"sp|P28737|MSP1_YEAST",362
"sp|O75012|MRP10_YEAST",95
"sp|P23641|MPCP_YEAST",311
"sp|P25846|MSH1_YEAST",959
"sp|P35719|MRP8_YEAST",219
"sp|P50276|MUP1_YEAST",574
"sp|Q12387|NAA25_YEAST",796
"sp|P53949|OCA2_YEAST",197
"sp|Q06593|OPT2_YEAST",877
"sp|Q03266|PABC_YEAST",374
"sp|P53124|PCL10_YEAST",433
"sp|P39081|PCF11_YEAST",626
"sp|Q00618|PGTA_YEAST",327
"sp|Q03180|PIR3_YEAST",325
"sp|P32316|ACH1_YEAST",526
"sp|P54115|ALDH6_YEAST",500
"sp|Q08979|KEL3_YEAST",651
"sp|P22023|KRE5_YEAST",1365
"sp|Q08448|LPL1_YEAST",450
"sp|P25579|LRE1_YEAST",583
"sp|P33310|MDL1_YEAST",695
"sp|Q03829|MME1_YEAST",368
"sp|Q12041|MET32_YEAST",191
"sp|P0CX80|MTCU1_YEAST",61
"sp|Q03162|MUB1_YEAST",620
"sp|P38626|NCB5R_YEAST",284
"sp|P38795|NADE_YEAST",714
"sp|P32377|MVD1_YEAST",396
"sp|P38798|NMD2_YEAST",1089
"sp|P53179|PALF_YEAST",542
"sp|P0CE88|PAU1_YEAST",120
"sp|Q12006|PFA4_YEAST",378
"sp|P39718|PEX22_YEAST",180
"sp|Q03760|PML39_YEAST",334
"sp|P32459|ALLA_YEAST",195
"sp|P46367|ALDH4_YEAST",519
"sp|P53296|ATF2_YEAST",535
"sp|P38724|ARN2_YEAST",620
"sp|P25364|HCM1_YEAST",564
"sp|P42950|GSM1_YEAST",618
"sp|Q04322|GYL1_YEAST",720
"sp|Q6Q546|HUB1_YEAST",73
"sp|Q04329|ICY1_YEAST",127
"sp|P20459|IF2A_YEAST",304
"sp|P36115|IRS4_YEAST",615
"sp|P50113|LYS5_YEAST",272
"sp|P41910|MAF1_YEAST",395
"sp|P41800|MMM1_YEAST",426
"sp|P38162|MIX23_YEAST",196
"sp|Q04472|MGR3_YEAST",501
"sp|P54785|MOT3_YEAST",490
"sp|P21339|MSB1_YEAST",1137
"sp|P47123|MOG1_YEAST",218
"sp|P46151|MTHR1_YEAST",657
"sp|P32633|MTC7_YEAST",139
"sp|P38879|NACA_YEAST",174
"sp|P38769|NEL1_YEAST",630
"sp|P32521|PAN1_YEAST",1480
"sp|P38351|PAF1_YEAST",445
"sp|Q3E833|PCC1_YEAST",88
"sp|P38787|PANE_YEAST",379
"sp|P40155|PEX17_YEAST",199
"sp|P38855|PEX18_YEAST",283
"sp|P40563|AIM21_YEAST",679
"sp|P40053|AIM9_YEAST",627
"sp|Q04212|ARA2_YEAST",335
"sp|Q03361|JIP4_YEAST",876
"sp|P00549|KPYK1_YEAST",500
"sp|P38800|LAM4_YEAST",1345
"sp|Q92325|LAG2_YEAST",660
"sp|P18408|MET16_YEAST",261
"sp|Q08471|MSA1_YEAST",629
"sp|P47018|MTC1_YEAST",478
"sp|P43619|NADC_YEAST",295
"sp|P08964|MYO1_YEAST",1928
"sp|Q99271|NAH1_YEAST",985
"sp|P40314|NACB2_YEAST",149
"sp|Q06162|NKP2_YEAST",153
"sp|Q07896|NOC3_YEAST",663
"sp|P38713|OSH3_YEAST",996
"sp|P15873|PCNA_YEAST",258
"sp|Q07418|PEX19_YEAST",342
"sp|Q03407|PKH1_YEAST",766
"sp|P40012|PPOX_YEAST",539
"sp|P14242|PMS1_YEAST",873
"sp|P02309|H4_YEAST",103
"sp|Q07729|GUAD_YEAST",489
"sp|P35843|HES1_YEAST",434
"sp|Q12214|HOS1_YEAST",470
"sp|P38790|HTD2_YEAST",280
"sp|P54854|HXT15_YEAST",567
"sp|P25038|IF2M_YEAST",676
"sp|P40884|IMA5_YEAST",581
"sp|P07342|ILVB_YEAST",687
"sp|P38217|IMB2_YEAST",918
"sp|P53067|IMB5_YEAST",1004
"sp|Q02733|IRC15_YEAST",499
"sp|A0A023PXB5|IRC2_YEAST",102
"sp|P38691|KSP1_YEAST",1029
"sp|P53086|KIP3_YEAST",805
"sp|P07277|KIME_YEAST",443
"sp|P47051|LPLA_YEAST",409
"sp|Q06106|MRD1_YEAST",887
"sp|P46985|MNN11_YEAST",422
"sp|P53745|MNT4_YEAST",580
"sp|P23748|MPIP_YEAST",554
"sp|P36157|MSA2_YEAST",363
"sp|P11914|MPPA_YEAST",482
"sp|P33749|MSN4_YEAST",630
"sp|Q06504|NAT3_YEAST",195
"sp|P25566|MXR2_YEAST",168
"sp|Q12181|NDOR1_YEAST",623
"sp|P39997|NPP2_YEAST",493
"sp|P32336|NUD1_YEAST",851
"sp|P26263|PDC6_YEAST",563
"sp|P06776|PDE2_YEAST",526
"sp|P16861|PFKA1_YEAST",987
"sp|P10127|ADH4_YEAST",382
"sp|P47170|IML1_YEAST",1584
"sp|P28627|IMP1_YEAST",190
"sp|P40051|ICP55_YEAST",511
"sp|Q08561|IES4_YEAST",116
"sp|P07170|KAD2_YEAST",222
"sp|Q06667|IPK1_YEAST",281
"sp|P47010|IRC9_YEAST",130
"sp|P25341|KIN82_YEAST",720
"sp|P38703|LAG1_YEAST",411
"sp|P53158|KXD1_YEAST",218
"sp|P42951|LSB6_YEAST",607
"sp|P39946|LIS1_YEAST",494
"sp|P53905|LSM7_YEAST",115
"sp|P38203|LSM2_YEAST",95
"sp|Q08179|MDM38_YEAST",573
"sp|Q08176|MIM1_YEAST",113
"sp|P40457|MLP2_YEAST",1679
"sp|P39014|MET30_YEAST",640
"sp|P53604|MSO1_YEAST",210
"sp|Q07349|MRX9_YEAST",420
"sp|P47069|MPS3_YEAST",682
"sp|P47095|MTNB_YEAST",244
"sp|Q12129|NMD4_YEAST",218
"sp|P40007|NOP16_YEAST",231
"sp|Q08287|NOP8_YEAST",484
"sp|P32770|NRP1_YEAST",719
"sp|Q12311|NTO1_YEAST",748
"sp|Q12451|OSH2_YEAST",1283
"sp|P48565|PALH_YEAST",533
"sp|P36102|PAN3_YEAST",679
"sp|P35994|PAU16_YEAST",123
"sp|P25580|PBN1_YEAST",416
"sp|P38335|MTC4_YEAST",694
"sp|Q06489|MTNA_YEAST",411
"sp|P53164|NPY1_YEAST",384
"sp|P33751|PAD1_YEAST",242
"sp|P10963|PCKA_YEAST",549
"sp|P53238|PEF1_YEAST",335
"sp|P00635|PPA5_YEAST",467
"sp|Q04004|PLP1_YEAST",230
"sp|P34227|PRX1_YEAST",261
"sp|P32379|PSA5_YEAST",260
"sp|P80210|PURA_YEAST",433
"sp|P21651|RE107_YEAST",314
"sp|P22336|RFA1_YEAST",621
"sp|P26755|RFA3_YEAST",122
"sp|Q12196|RIO1_YEAST",484
"sp|P40160|RIO2_YEAST",425
"sp|P05319|RLA2_YEAST",106
"sp|Q03465|RPN4_YEAST",531
"sp|P53046|ROM1_YEAST",1155
"sp|Q12481|RRP36_YEAST",300
"sp|Q08162|RRP44_YEAST",1001
"sp|P39516|RS14B_YEAST",138
"sp|P53036|SAP4_YEAST",818
"sp|Q03516|RSN1_YEAST",953
"sp|P14906|SEC63_YEAST",663
"sp|P48240|MTR3_YEAST",250
"sp|Q02046|MTD1_YEAST",320
"sp|Q08750|MUM3_YEAST",479
"sp|Q03125|NRG1_YEAST",231
"sp|P38837|NSG1_YEAST",291
"sp|P54791|ORC4_YEAST",529
"sp|Q03289|PFA5_YEAST",374
"sp|P40035|PIC2_YEAST",300
"sp|P25644|PAT1_YEAST",796
"sp|P20133|PGTB2_YEAST",325
"sp|P38744|PHS_YEAST",120
"sp|P36139|PET10_YEAST",283
"sp|P00560|PGK_YEAST",416
"sp|P53218|POP6_YEAST",158
"sp|Q08931|PRM3_YEAST",133
"sp|Q07949|PSR2_YEAST",397
"sp|P30402|PYRX_YEAST",227
"sp|P00128|QCR7_YEAST",127
"sp|P34230|PXA2_YEAST",853
"sp|P14736|RAD4_YEAST",754
"sp|P25611|RDS1_YEAST",832
"sp|Q12192|RFM1_YEAST",310
"sp|P46990|RL17B_YEAST",184
"sp|P40525|RL34B_YEAST",121
"sp|Q02326|RL6A_YEAST",176
"sp|Q12530|RMP1_YEAST",201
"sp|P36525|RM24_YEAST",258
"sp|Q12189|RPIA_YEAST",258
"sp|Q04062|RPN9_YEAST",393
"sp|P25042|ROX1_YEAST",368
"sp|P22276|RPC2_YEAST",1149
"sp|P45818|ROK1_YEAST",564
"sp|P36070|RRN3_YEAST",627
"sp|P35178|RRP1_YEAST",278
"sp|Q06639|RSC3_YEAST",885
"sp|P54790|ORC3_YEAST",616
"sp|P0CE93|PAU11_YEAST",120
"sp|P0CE87|PAU22_YEAST",164
"sp|Q12488|PSF1_YEAST",208
"sp|P40048|PTP3_YEAST",928
"sp|P32606|PT127_YEAST",800
"sp|P50086|PSD10_YEAST",228
"sp|P39927|PTI1_YEAST",425
"sp|P40475|QDR1_YEAST",563
"sp|P03872|REP2_YEAST",296
"sp|P38086|RDH54_YEAST",958
"sp|Q03956|RAV2_YEAST",351
"sp|P38251|RFC5_YEAST",354
"sp|P26754|RFA2_YEAST",273
"sp|Q3E757|RL11B_YEAST",174
"sp|P0C2H6|RL27A_YEAST",136
"sp|P0CH09|RL40B_YEAST",128
"sp|P0CX28|RL44B_YEAST",106
"sp|Q02204|RM13_YEAST",264
"sp|Q02773|RPM2_YEAST",1202
"sp|O13563|RPN13_YEAST",156
"sp|Q08746|RRS1_YEAST",203
"sp|P89114|SAE3_YEAST",91
"sp|P23833|SCO1_YEAST",295
"sp|P53078|SDT1_YEAST",280
"sp|P38241|SLT11_YEAST",364
"sp|P53251|SLX9_YEAST",210
"sp|P47035|NET1_YEAST",1189
"sp|P25374|NFS1_YEAST",497
"sp|Q06287|NEP1_YEAST",252
"sp|Q04121|NHX1_YEAST",633
"sp|Q08322|PAU20_YEAST",120
"sp|P13259|PCY1_YEAST",424
"sp|P40038|PCL6_YEAST",420
"sp|P53844|PDR17_YEAST",350
"sp|Q05637|PHM6_YEAST",104
"sp|Q04493|PFD5_YEAST",163
"sp|P24004|PEX1_YEAST",1043
"sp|P46956|PHO86_YEAST",311
"sp|P05066|PHR_YEAST",565
"sp|Q05778|POC1_YEAST",276
"sp|P40494|PRK1_YEAST",810
"sp|P36081|PSG1_YEAST",392
"sp|Q05911|PUR8_YEAST",482
"sp|P39006|PSD1_YEAST",500
"sp|P37299|QCR10_YEAST",77
"sp|P53335|PXR1_YEAST",271
"sp|P22216|RAD53_YEAST",821
"sp|P32445|RIM1_YEAST",135
"sp|P31334|RM09_YEAST",269
"sp|P46969|RPE_YEAST",238
"sp|P50943|RRT16_YEAST",142
"sp|Q06109|RRG8_YEAST",277
"sp|P40571|RPR2_YEAST",144
"sp|Q07979|RSC58_YEAST",502
"sp|P53330|RT102_YEAST",157
"sp|Q04947|RTN1_YEAST",295
"sp|P53334|SCW4_YEAST",386
"sp|P33330|SERC_YEAST",395
"sp|P25303|SCJ1_YEAST",377
"sp|Q04172|SHE9_YEAST",456
"sp|P34228|SEF1_YEAST",1148
"sp|P33421|SDH3_YEAST",198
"sp|Q08229|NBA1_YEAST",501
"sp|P48234|NOL10_YEAST",707
"sp|Q12066|NUR1_YEAST",484
"sp|Q08966|PCL8_YEAST",492
"sp|P17967|PDI_YEAST",522
"sp|P53191|PIB2_YEAST",635
"sp|P37012|PGM2_YEAST",569
"sp|P38291|POP7_YEAST",140
"sp|P32598|PP12_YEAST",312
"sp|P36040|POC2_YEAST",267
"sp|P40968|PRP17_YEAST",455
"sp|P53633|PRA1_YEAST",176
"sp|Q01329|PTA1_YEAST",785
"sp|P25339|PUF4_YEAST",888
"sp|P25454|RAD51_YEAST",400
"sp|P40893|REE1_YEAST",198
"sp|P0CX53|RL12A_YEAST",165
"sp|P0CX46|RL2B_YEAST",254
"sp|P25348|RM32_YEAST",183
"sp|P17890|RPC7_YEAST",251
"sp|P40992|RRN7_YEAST",514
"sp|Q04031|RRP17_YEAST",235
"sp|Q08962|NIP7_YEAST",181
"sp|Q12493|NKP1_YEAST",238
"sp|P36118|NTR2_YEAST",322
"sp|P34077|NIC96_YEAST",839
"sp|Q12200|NPC1_YEAST",1170
"sp|P40477|NU159_YEAST",1460
"sp|Q04958|NTE1_YEAST",1679
"sp|P38738|OCA5_YEAST",679
"sp|P53397|OGG1_YEAST",376
"sp|Q06651|PIB1_YEAST",286
"sp|Q12164|POM33_YEAST",279
"sp|Q07350|PRP11_YEAST",266
"sp|Q08647|PUS7_YEAST",676
"sp|Q07807|PUF3_YEAST",879
"sp|Q04418|RBA50_YEAST",439
"sp|Q12465|RAX2_YEAST",1220
"sp|P26784|RL16A_YEAST",199
"sp|P07264|LEUC_YEAST",779
"sp|P13134|KEX2_YEAST",814
"sp|Q08045|LCL2_YEAST",131
"sp|P40070|LSM4_YEAST",187
"sp|P19659|MED15_YEAST",1081
"sp|P39943|MIG3_YEAST",394
"sp|P50945|MIC27_YEAST",234
"sp|Q06324|MMR1_YEAST",491
"sp|P15807|MET8_YEAST",274
"sp|P40577|MND2_YEAST",368
"sp|P53390|MEP3_YEAST",489
"sp|Q07938|MTAP_YEAST",337
"sp|P34246|MTC2_YEAST",357
"sp|Q04439|MYO5_YEAST",1219
"sp|P34217|PIN4_YEAST",668
"sp|P39685|PO152_YEAST",1337
"sp|P19735|PRP6_YEAST",899
"sp|P33297|PRS6A_YEAST",434
"sp|Q12428|PRPD_YEAST",516
"sp|P49960|PRP24_YEAST",444
"sp|P07275|PUT2_YEAST",575
"sp|P40555|PSMD9_YEAST",220
"sp|P36082|PSY1_YEAST",127
"sp|P38222|RKM3_YEAST",552
"sp|P26785|RL16B_YEAST",198
"sp|P05748|RL15A_YEAST",204
"sp|P05747|RL29_YEAST",59
"sp|P04650|RL39_YEAST",51
"sp|P0CX25|RL43A_YEAST",92
"sp|P05745|RL36A_YEAST",100
"sp|P25298|RNA14_YEAST",677
"sp|P20084|RM33_YEAST",86
"sp|P35996|RM38_YEAST",138
"sp|P25441|RPC4_YEAST",422
"sp|P33442|RS3A1_YEAST",255
"sp|Q08001|LAM6_YEAST",693
"sp|P49367|LYS4_YEAST",693
"sp|P53114|MED5_YEAST",1132
"sp|P38157|MAL33_YEAST",468
"sp|P40002|MIT1_YEAST",666
"sp|P40578|MGA2_YEAST",1113
"sp|Q12093|MTU1_YEAST",417
"sp|P19524|MYO2_YEAST",1574
"sp|Q03735|NAB6_YEAST",1134
"sp|P53742|NOG2_YEAST",486
"sp|P40360|NAGS_YEAST",574
"sp|P32495|NHP2_YEAST",156
"sp|Q99210|NTPPA_YEAST",232
"sp|P16387|ODPA_YEAST",420
"sp|P43611|OSW7_YEAST",510
"sp|P37304|PAM1_YEAST",830
"sp|P0CE86|PAU21_YEAST",164
"sp|P40585|PAU15_YEAST",124
"sp|P32567|PAH1_YEAST",862
"sp|P53860|PDR16_YEAST",351
"sp|P25625|PER1_YEAST",357
"sp|P53261|PESC_YEAST",605
"sp|P00950|PMG1_YEAST",247
"sp|P38197|PLPHP_YEAST",257
"sp|P53294|PUS6_YEAST",404
"sp|P11745|RNA1_YEAST",407
"sp|P53881|RM22_YEAST",309
"sp|P36534|RM40_YEAST",297
"sp|P38764|RPN1_YEAST",993
"sp|P40156|RRG9_YEAST",214
"sp|P38204|RRN10_YEAST",145
"sp|P0CE92|PAU8_YEAST",120
"sp|P25646|PDP2_YEAST",442
"sp|Q12057|PIN2_YEAST",282
"sp|Q03306|PKH3_YEAST",898
"sp|P53203|PEX31_YEAST",462
"sp|P52960|PIP2_YEAST",996
"sp|P38848|PEX28_YEAST",579
