"id","num_amino_acids_in_sample","num_alpha_amino_acids_in_sample","numberofAA","num_aaa"
"P06782",34,17,633,198
"P43609",98,24,557,218
"Q12154",65,24,354,110
"Q12044",22,8,265,35
"P53318",26,2,479,185
"P09547",9,0,1314,485
"Q12220",25,10,943,166
"P53091",21,7,1017,298
"P32340",82,36,513,177
"Q06543",35,11,272,132
"P06101",54,37,506,224
"P36161",33,21,1157,461
"P53010",8,8,1115,223
"P38177",19,5,466,46
"Q01329",25,23,785,471
"P38813",19,3,335,97
"Q12500",28,16,764,214
"P14741",44,28,305,158
"P23776",64,33,448,159
"Q03529",14,7,384,205
"Q12102",17,14,859,230
"Q12462",22,8,236,171
"P31383",185,155,635,495
"P48582",28,28,844,509
"Q05788",30,19,311,107
"Q01802",18,13,451,195
"P43321",9,4,101,16
"Q07623",23,7,225,50
"P53254",58,18,1237,462
"Q06833",29,0,770,137
"P53731",74,39,342,139
"P50095",84,33,523,175
"Q02725",25,24,835,335
"P25644",63,59,796,305
"Q04213",9,0,475,119
"P47075",100,54,721,330
"P40970",45,14,561,223
"P31384",29,9,837,158
"P37296",39,29,890,515
"P25045",83,35,558,244
"P53141",8,5,149,86
"P46682",23,15,809,429
"P47096",34,0,177,25
"P28321",16,0,313,124
"P19881",31,7,312,121
"P53238",14,9,335,109
"P29509",129,24,319,79
"P42942",54,16,411,149
"P47104",15,0,1357,301
"P46951",8,8,817,570
"P25451",42,12,205,67
"P40012",36,24,539,209
"Q12335",137,56,198,81
"P17555",132,43,526,164
"P39076",48,36,527,276
"P37302",129,31,537,151
"Q03835",25,10,250,97
"P53312",67,31,427,158
"P27476",87,10,414,40
"P32368",105,31,623,209
"P12904",32,8,322,127
"Q06489",125,37,411,169
"Q08971",35,19,146,83
"P36081",21,1,392,79
"P23724",41,6,241,68
"P38840",55,24,513,206
"P38810",81,28,929,259
"Q03246",9,0,237,108
"P53063",27,6,387,110
"P00445",144,3,154,3
"P25375",85,54,712,402
"P53969",18,0,484,34
"P53200",7,5,248,92
"P38961",14,7,392,133
"P07260",103,24,213,46
"P39993",33,15,1459,880
"P40462",90,39,946,407
"P20081",95,4,114,11
"P32457",10,8,520,193
"Q08951",17,9,932,472
"P38795",98,51,714,302
"P24279",64,29,971,260
"P38271",7,3,328,51
"P89886",57,11,181,53
"P00128",17,11,127,90
"P33299",56,27,467,178
"P48525",15,5,536,251
"Q04373",36,24,656,397
"P54783",46,5,526,160
"P35207",25,22,1287,491
"P15367",25,13,167,62
"P38850",13,9,1070,261
"P46959",21,7,383,79
"P49687",23,17,1317,436
"P25719",40,4,182,29
"P33322",116,23,483,118
"Q06706",148,50,1349,432
"P07702",169,13,1392,294
"P53130",17,13,126,75
"P25087",113,46,383,178
"P47119",66,21,197,74
"P23248",33,18,255,57
"P33442",34,18,255,55
"Q12490",28,7,1755,431
"P38883",44,25,763,431
"P36049",31,0,427,117
"Q01476",62,15,1272,541
"P47077",50,28,666,389
"P41814",61,12,478,113
"P17709",120,64,500,217
"P53723",83,52,404,172
"P02406",40,12,149,46
"Q99216",14,10,274,90
"P36018",35,1,234,71
"P34216",168,67,1381,282
"P32333",29,11,1867,1027
"P18239",109,87,318,239
"P01123",64,20,206,66
"P39960",173,111,2167,809
"P40319",68,27,345,217
"Q12349",27,0,124,19
"Q02648",17,9,567,164
"P38295",96,46,451,166
"P32474",16,0,517,165
"P49954",96,36,291,86
"P32895",81,29,427,114
"P47143",200,71,340,139
"P36519",27,16,292,77
"Q02486",12,7,183,119
"Q03161",111,9,297,25
"P38340",20,0,232,85
"P40032",74,20,644,174
"Q05040",22,3,523,94
"P00927",140,59,576,231
"P34221",52,13,468,109
"Q12513",12,12,150,69
"P53622",277,114,1201,324
"P40509",68,54,296,215
"P43132",32,8,505,56
"Q06689",51,42,675,428
"P04456",50,19,142,31
"P46956",60,31,311,152
"P53327",45,17,1967,883
"P40513",37,27,266,86
"P52911",43,11,562,171
"P07284",197,99,462,198
"P21576",179,67,704,355
"P34110",12,12,944,585
"P04051",52,10,1460,601
"P35719",19,14,219,106
"Q04225",58,3,511,26
"O13535",69,16,1793,465
"P04806",185,69,485,205
"P53860",30,14,351,157
"P32179",24,15,357,125
"P39517",137,59,506,164
"P12754",113,39,651,171
"P53852",114,86,767,391
"P15454",97,42,187,78
"P38077",35,2,311,159
"P03871",10,4,373,159
"P06786",74,34,1428,447
"P53551",23,10,258,80
"P38116",84,37,183,62
"P47771",40,24,506,204
"P13382",7,0,1468,430
"O13563",41,5,156,17
"P54885",89,20,456,197
"P52918",26,26,1224,883
"P38701",76,24,121,25
"P38013",157,48,176,49
"P41057",10,5,56,20
"P30605",27,26,584,411
"P00815",322,132,799,324
"P38221",20,10,457,306
"P09734",72,31,445,194
"P09032",43,18,578,116
"P25294",84,37,352,79
"Q12074",137,60,293,93
"P39714",114,41,382,119
"P37254",24,9,787,224
"P36010",49,22,153,72
"P20967",128,56,1014,429
"P22133",53,30,377,162
"Q02795",32,11,286,92
"P43638",10,8,1398,338
"P80428",30,13,489,164
"P32621",47,21,518,152
"Q08287",14,0,484,107
"P12612",149,85,559,291
"P21825",8,8,274,109
"P57744",12,12,87,66
"P61830",39,33,136,64
"P32769",71,22,611,153
"P38626",81,13,284,76
"P38426",86,38,1054,363
"P31412",151,76,392,190
"P02994",300,62,458,99
"P53741",19,0,515,57
"Q04228",44,15,584,214
"P07560",34,2,215,67
"P34223",62,11,423,60
"P40422",27,0,70,NA
"P36013",144,71,669,263
"P15625",168,76,503,196
"P53920",51,3,997,140
"Q12136",40,30,610,203
"Q03750",20,15,510,202
"P22936",9,8,367,152
"P00431",36,13,361,146
"P39079",123,93,546,290
"P39986",187,68,1215,541
"Q06168",29,25,426,113
"P38787",83,35,379,178
"P14743",8,7,455,136
"Q12159",52,8,226,29
"P40089",70,9,93,10
"P32481",180,17,527,91
"P49095",95,30,1034,430
"P38075",37,1,228,50
"P15873",57,6,258,47
"P29468",20,20,568,237
"P46367",89,28,519,195
"P53927",23,10,220,45
"P05759",17,0,152,19
"Q04660",58,0,807,23
"P32583",31,0,406,13
"P24280",72,54,304,160
"P39015",174,7,273,7
"P05739",37,0,176,34
"Q02326",38,3,176,37
"P39985",87,64,1022,637
"P46982",31,7,586,225
"Q08954",8,8,240,104
"P38691",19,14,1029,121
"P53978",45,21,1044,533
"P33327",69,53,1092,505
"P32454",168,64,952,413
"P07263",98,34,546,206
"P32449",148,52,370,130
"P53100",25,11,379,137
"Q08444",12,0,459,99
"P43589",19,3,448,119
"P02557",207,93,457,196
"P40414",35,25,161,141
"P40075",152,0,244,14
"P45818",32,13,564,204
"Q12165",48,18,160,48
"P17076",29,7,256,115
"Q02776",41,12,476,175
"Q06078",117,35,939,123
"P15700",79,48,204,102
"P40202",10,0,249,24
"P40541",21,14,1150,646
"P34760",174,58,196,67
"Q08641",68,17,628,103
"Q06672",12,12,205,89
"P00729",49,33,532,203
"P20447",68,26,523,185
"P40217",59,0,347,11
"P53925",29,9,644,302
"Q12285",55,19,212,57
"Q08977",115,88,551,341
"Q00055",101,57,391,182
"Q12040",21,14,230,80
"P07347",12,2,238,59
"Q07527",76,49,1436,880
"P07267",106,21,405,54
"P00812",35,19,333,131
"P25618",11,0,953,514
"P52286",71,10,194,81
"Q99189",25,22,972,740
"Q00245",47,21,231,67
"P89105",73,61,1077,701
"P53881",35,24,309,113
"P13663",212,63,365,117
"P22138",103,49,1203,355
"P49723",222,168,345,240
"Q07878",148,57,3144,654
"P39727",29,0,415,92
"P46675",37,30,888,451
"P00359",144,32,332,92
"P00360",169,37,332,91
"P00358",115,24,332,95
"Q08746",29,11,203,63
"P38879",74,12,174,49
"P02309",53,37,103,46
"Q06385",118,64,345,154
"P32288",73,25,370,106
"P32568",50,21,1501,748
"Q03921",131,102,1698,1141
"P30657",111,55,266,84
"P16370",42,13,318,60
"Q04439",109,38,1219,408
"P20051",52,15,364,138
"P38713",48,19,996,133
"P36015",49,22,200,103
"P34087",29,5,171,21
"P38137",41,16,543,149
"Q06629",12,12,674,340
"P38199",96,43,381,125
"P13517",77,42,287,103
"P19524",197,110,1574,910
"P02992",135,45,437,104
"P36144",18,1,274,92
"P41811",277,75,889,172
"P53550",49,16,970,149
"P38863",15,6,823,484
"P11484",61,0,613,246
"P40150",61,0,613,246
"P14843",77,19,370,144
"P42826",28,5,600,209
"P25655",150,107,2108,1361
"P53629",10,0,642,375
"Q12449",63,17,350,82
"P04046",156,43,510,164
"P27680",17,15,312,126
"P38431",138,73,405,176
"P25044",11,10,335,108
"P25373",56,25,110,61
"P00937",87,34,484,174
"P05453",98,10,685,119
"Q08162",77,20,1001,309
"Q04511",13,13,668,125
"Q03034",30,13,503,148
"P38061",31,10,130,26
"P28707",23,2,216,8
"P38911",63,3,411,10
"P10659",34,11,382,114
"P38836",62,34,430,141
"Q04175",175,143,944,705
"P17505",68,42,334,147
"P41277",157,54,250,102
"P23254",339,139,680,293
"P53912",108,35,376,117
"P38891",156,39,393,85
"P16603",159,51,691,236
"P38217",107,83,918,656
"P07277",67,46,443,202
"P47117",74,25,449,168
"Q06287",73,37,252,70
"Q02892",62,34,647,273
"P38932",20,5,577,263
"P28495",52,17,268,94
"P47102",14,12,1408,860
"P23561",10,5,717,216
"Q3E7Z5",10,10,69,48
"P47912",166,60,694,258
"P29952",127,31,429,121
"P32892",114,43,752,216
"P32597",59,32,1359,601
"P28834",82,31,360,144
"P35691",87,17,167,52
"P25582",21,11,841,241
"P31382",41,19,759,347
"P13298",116,42,226,93
"P52910",255,119,683,225
"P43590",63,38,535,182
"P47001",18,0,227,1
"P28319",56,3,239,3
"P16649",67,0,713,7
"P19414",147,39,778,258
"P04840",207,12,283,12
"Q06497",72,51,328,244
"Q01662",114,22,387,97
"P40212",29,5,199,87
"P38817",50,0,585,125
"P47131",66,59,105,87
"P25567",181,43,434,51
"P39007",43,12,718,430
"P54858",26,10,310,127
"Q07938",11,1,337,100
"Q06673",16,13,1274,481
"Q12018",16,12,815,492
"P38912",47,1,153,9
"P41940",226,58,361,98
"P35844",63,23,434,126
"Q01560",105,33,414,43
"P32911",76,17,108,28
"P15992",126,1,214,6
"P07170",134,68,222,107
"P05030",108,16,918,456
"P07172",71,13,385,158
"Q03656",21,16,742,149
"P53235",151,4,642,43
"Q12745",16,11,709,462
"P38109",27,16,508,172
"P39078",169,96,528,291
"Q12114",78,3,671,64
"P26783",171,80,225,101
"Q05359",9,9,219,74
"P32521",59,9,1480,119
"P05374",49,9,869,480
"P38144",76,46,1129,552
"P08678",32,14,2026,389
"P38707",321,103,554,193
"P46989",30,0,271,67
"P38286",61,24,347,190
"P05756",80,42,151,81
"P38009",272,104,592,249
"P28272",143,52,314,116
"Q12118",87,56,346,153
"P32600",55,49,2474,1665
"Q01532",101,59,483,196
"Q02046",99,44,320,147
"Q03195",145,52,608,211
"P32501",75,23,712,211
"O13547",19,14,238,67
"P17423",85,31,357,128
"P80210",200,75,433,156
"P38628",76,51,557,236
"P07283",126,34,254,95
"Q04947",116,37,295,188
"P32469",116,29,300,105
"P53152",13,10,137,35
"P25369",66,55,354,179
"P47008",20,16,294,151
"P09880",20,13,827,292
"P05743",10,0,127,22
"P53221",10,0,127,21
"P38811",53,40,3744,2560
"Q06608",33,8,200,45
"Q12754",113,63,1228,755
"P07256",138,67,457,202
"P15703",60,23,313,122
"P32790",34,0,1244,69
"Q02959",16,4,697,275
"P40477",44,5,1460,157
"P02400",97,44,110,44
"P18759",100,42,758,301
"P38139",12,1,375,175
"P33302",258,103,1511,767
"P43556",14,5,714,424
"P37020",9,6,779,453
"P31787",42,35,87,60
"Q12464",88,23,471,173
"P53256",9,8,223,74
"P29704",85,55,444,316
"P38793",44,11,499,165
"P36148",43,20,743,342
"P05626",38,34,244,177
"P34222",29,8,208,56
"Q07830",10,0,1017,629
"Q08412",37,16,411,81
"P07245",523,205,946,376
"P14065",13,5,312,124
"Q02821",113,93,542,355
"P10591",127,46,642,248
"P32610",48,42,256,155
"P21242",51,19,288,93
"P48015",84,27,400,95
"P33298",55,28,428,180
"P12688",74,43,680,173
"P38250",50,2,946,394
"P10507",19,10,462,212
"P32558",140,63,1035,304
"P11412",75,30,505,183
"P40327",47,21,437,180
"P33338",109,83,968,691
"P31373",177,59,394,150
"Q04697",57,37,403,195
"P39676",230,125,399,184
"P39931",35,10,234,83
"P47054",96,68,1683,1088
"P41805",93,32,221,65
"P38353",146,91,490,333
"P28274",137,59,579,228
"P34730",45,35,273,198
"P23639",70,36,250,85
"P29311",88,44,267,197
"Q05911",247,158,482,329
"P17695",24,18,143,80
"P16387",164,76,420,162
"P11745",106,40,407,154
"Q08208",28,5,459,56
"P21304",60,1,576,35
"P10080",89,24,294,42
"P32939",60,12,208,67
"Q12314",70,17,213,69
"P53330",42,0,157,16
"P27810",43,24,393,140
"P37898",205,117,856,387
"P39954",198,97,449,190
"P21954",112,40,428,179
"P41807",148,105,478,348
"Q05016",102,67,267,134
"Q12265",72,17,496,129
"P30656",39,0,287,79
"P22202",68,37,642,252
"Q03262",28,18,622,246
"Q04491",133,0,297,NA
"Q12480",59,24,344,111
"P40495",82,48,371,162
"Q05506",272,144,607,339
"P21538",18,0,810,183
"P32614",182,84,470,174
"P40010",70,39,520,155
"P48415",54,0,2195,266
"P50107",27,0,326,49
"P54861",89,59,757,368
"P38858",53,31,249,102
"P50109",18,1,593,74
"P07257",75,21,368,154
"P15019",196,102,335,188
"P02829",125,51,709,272
"P22137",660,375,1653,983
"Q12447",108,50,191,59
"Q03497",54,36,939,150
"P40482",197,53,926,258
"P49167",41,16,78,18
"P06169",343,135,563,242
"P32527",111,37,433,232
"P40693",54,10,322,103
"P38694",83,22,644,265
"P32660",14,11,1571,602
"P07251",178,53,545,215
"P12695",145,40,482,117
"Q12109",173,73,432,202
"P25293",142,59,417,124
"Q00764",128,37,495,239
"P32191",49,32,649,228
"P50101",12,8,1230,294
"P38555",46,6,223,66
"P36114",81,60,725,460
"P00931",364,178,707,320
"P19262",50,11,463,93
"P39683",53,43,429,188
"P34077",13,9,839,490
"P07342",203,80,687,303
"P40531",227,153,326,243
"P39742",53,45,193,135
"P32626",25,18,227,103
"P53868",10,0,555,332
"P40548",17,11,159,74
"Q06451",38,2,622,394
"P38205",116,51,684,209
"Q12117",33,1,320,200
"P22515",352,124,1024,425
"P38264",94,51,188,100
"P27692",109,16,1063,95
"P38902",21,7,120,43
"P39109",59,29,1515,915
"P33201",64,8,236,74
"Q12024",65,11,460,21
"Q04305",113,46,513,113
"P40474",10,9,542,405
"P38885",49,21,310,97
"Q06214",28,7,492,22
"P53943",34,32,586,396
"P23641",169,128,311,239
"P38861",67,30,518,80
"P05694",348,158,767,372
"P23542",219,89,418,192
"P19211",67,11,157,17
"P23301",98,14,157,17
"P23202",64,28,354,153
"Q06440",62,5,651,24
"Q12324",36,21,675,423
"Q12211",50,18,544,165
"P46672",174,57,376,87
"P38777",52,14,243,99
"P32327",115,28,1180,445
"P11154",33,11,1178,444
"P38972",583,225,1358,448
"P28241",132,48,369,145
"P54839",158,47,491,186
"Q03640",217,39,1545,191
"P42941",26,11,309,131
"P32468",42,28,407,173
"P47818",69,29,322,194
"P43588",65,5,306,116
"P41810",222,98,973,519
"P00330",155,54,348,109
"P41058",8,3,56,17
"P15646",138,47,327,67
"P53290",29,16,341,120
"P39522",278,112,585,236
"Q12743",14,13,341,161
"P40016",43,29,523,305
"Q04894",166,50,360,102
"P38631",144,70,1876,1081
"Q03280",122,93,3268,1687
"P47044",16,16,245,95
"P33333",28,3,303,134
"P38120",10,9,278,101
"P32915",95,60,480,318
"P35180",30,27,183,134
"Q12518",10,10,454,165
"P39968",140,106,578,402
"P06103",214,20,763,132
"P48589",118,45,143,57
"P32916",36,17,621,205
"Q03690",434,223,1277,586
"Q02939",34,23,513,239
"Q08217",27,20,1101,302
"P16550",212,65,321,92
"P54113",121,55,591,254
"P39077",180,88,534,289
"P12684",41,15,1045,454
"P35817",25,17,686,225
"P12683",29,5,1054,394
"P40303",51,22,254,91
"P07991",158,63,424,162
"P32337",349,290,1089,848
"P11632",30,22,93,57
"P53090",306,123,500,217
"P43535",122,48,752,314
"Q08745",40,20,105,39
"P53549",26,3,437,190
"P54838",243,123,584,271
"P32608",64,43,588,290
"P47160",26,10,408,112
"P17891",25,13,233,97
"P04802",209,58,557,210
"Q05027",32,1,157,65
"P20449",158,47,482,177
"P36060",41,0,302,66
"P05750",176,54,240,73
"P09436",524,254,1072,474
"Q03048",87,19,143,45
"P69771",10,9,204,121
"Q08822",12,0,631,187
"P22146",81,25,559,145
"P39976",166,52,496,179
"P47176",157,52,376,89
"Q06891",31,25,181,121
"P38132",13,7,845,279
"P30822",187,149,1084,811
"P53252",153,96,339,184
"Q12230",118,76,341,183
"P15303",218,61,768,241
"Q05775",60,33,265,94
"P40510",50,26,469,149
"P08566",310,119,1588,696
"Q03532",105,61,505,204
"P47154",47,36,453,325
"P40094",29,29,801,568
"P14540",272,134,359,178
"P38115",116,26,344,122
"P06704",8,2,161,89
"P33892",768,622,2672,2004
"P32582",297,115,507,206
"P26637",409,225,1090,506
"Q12000",23,16,345,133
"P40047",38,26,520,209
"P37291",324,148,469,205
"P32875",73,27,414,137
"P37292",121,35,490,213
"Q07381",87,24,788,154
"P38737",108,83,1868,1308
"P08524",154,116,352,269
"P53276",74,19,713,171
"P04050",269,135,1733,621
"P05318",54,36,106,40
"P39105",12,7,664,242
"P07264",154,62,779,260
"P21264",255,89,571,224
"Q06705",44,28,408,201
"P50094",153,44,524,174
"Q99258",47,22,208,75
"P40069",525,396,1113,849
"P32499",71,13,720,50
"P29453",33,10,256,113
"P32861",257,76,499,146
"P16474",193,73,682,249
"P48231",26,0,1178,204
"P36016",62,24,881,398
"P16140",344,121,517,199
"P25574",63,1,760,63
"P35127",13,0,236,72
"P39743",62,50,482,163
"P09232",50,0,635,141
"P32588",73,26,453,69
"P40825",434,136,983,360
"P38682",10,4,493,118
"P10614",181,104,530,283
"P38715",91,29,327,140
"P00950",179,52,247,92
"P08417",152,102,488,274
"P43616",241,85,481,168
"P21951",49,30,2222,856
"P40364",42,7,252,64
"P38875",12,8,610,103
"P81451",25,11,68,24
"O14467",46,23,151,49
"P40053",81,22,627,243
"P28777",150,58,376,126
"P0C0V8",16,4,87,17
"Q3E754",16,4,87,17
"Q12680",486,216,2145,797
"P13188",226,75,809,292
"P35194",77,62,2493,1768
"P10081",282,120,395,162
"P32497",201,127,812,426
"P25635",15,0,923,117
"Q08985",78,35,325,149
"Q06151",59,28,350,119
"P38066",12,5,345,78
"Q03940",118,27,463,157
"P04801",249,84,734,263
"P05319",37,26,106,44
"Q12460",187,115,504,288
"P29469",28,25,868,257
"P39107",48,12,395,89
"P41338",168,62,398,144
"P15424",87,32,664,249
"P32379",125,47,260,90
"P33401",121,33,570,211
"P30624",155,65,700,261
"P21965",80,26,375,127
"P14742",95,40,717,259
"P53844",27,11,350,152
"P06208",107,48,619,232
"P47120",133,98,325,216
"P00958",270,151,751,373
"P07213",122,63,617,386
"P07806",406,144,1104,468
"P00447",91,54,233,113
"P47079",279,149,568,265
"P39958",181,66,451,165
"P34160",73,63,861,548
"Q12499",222,158,511,267
"P38716",21,10,378,155
"P37303",135,50,387,166
"P07149",923,392,2051,861
"P11792",14,8,824,146
"P53184",81,30,216,67
"Q01454",23,0,927,101
"P20606",150,54,190,66
"P32528",48,14,1835,543
"Q00955",809,284,2233,830
"P40302",110,34,234,85
"Q12466",70,10,1186,211
"P35193",19,1,415,88
"Q07844",34,18,837,361
"Q04067",79,21,274,35
"P38249",256,160,964,628
"Q03558",253,95,400,145
"P32602",75,52,292,215
"P14126",159,22,387,60
"P38791",240,99,387,173
"Q12389",62,25,995,286
"Q03973",18,11,246,110
"P33734",165,67,552,173
"P32264",73,14,428,167
"Q08225",86,33,711,322
"P38697",74,19,523,174
"P09064",83,12,285,58
"P38219",206,67,394,167
"P38999",135,68,446,175
"P29496",18,0,775,277
"P23615",149,67,1451,582
"Q05636",20,13,305,96
"P53914",80,28,1056,462
"P60010",258,102,375,172
"Q12019",216,129,4910,2424
"P15108",182,78,705,271
"P18562",106,48,216,71
"P53981",106,58,241,114
"P32381",89,20,391,175
"P16120",251,137,514,233
"Q12125",24,18,312,209
"P07246",149,48,375,108
"Q08421",83,50,412,238
"P36421",191,113,394,191
"P05317",122,52,312,131
"P24783",133,56,546,185
"P38720",265,149,489,272
"P31539",432,240,908,498
"P38764",192,138,993,542
"Q05022",328,74,1729,409
"P38260",83,63,290,213
"P46151",18,6,657,235
"P33330",225,93,395,158
"Q06685",49,24,1146,343
"P23644",122,12,387,42
"P13433",15,13,1351,694
"P32471",134,47,206,57
"P48439",34,6,350,189
"Q96VH5",35,22,97,57
"Q12176",109,66,1025,394
"Q01855",70,17,142,42
"P38333",71,37,483,183
"Q06103",39,21,429,291
"P03965",123,29,1118,411
"P17255",594,249,1071,357
"Q08818",23,19,692,446
"P04807",350,156,486,209
"P39744",38,31,710,390
"P09950",59,27,548,192
"P54115",327,144,500,204
"P35724",18,8,969,264
"P38708",298,103,688,241
"Q86ZR7",50,25,236,118
"P32787",24,2,269,55
"Q02792",17,5,1006,348
"Q06494",52,38,345,159
"P08518",124,49,1224,340
"P31688",147,45,896,341
"P32463",28,16,125,61
"P06105",426,110,1222,476
"P49089",168,51,572,239
"P22803",51,20,104,42
"P39533",70,35,789,248
"P16861",442,174,987,400
"P32419",76,44,343,147
"Q08245",56,53,113,87
"P32599",264,145,642,352
"P40185",109,34,145,35
"P27616",187,49,306,102
"P38687",91,70,599,357
"P38825",54,38,639,394
"Q12068",52,32,342,166
"P26786",96,41,190,74
"P39104",8,7,1066,381
"P38788",289,90,538,175
"P32563",176,84,840,499
"P15624",215,72,595,191
"P15565",45,19,570,196
"P53598",125,60,329,118
"P00890",131,78,479,292
"P40961",87,66,287,152
"P12709",385,182,554,296
"Q10740",63,30,671,275
"P32589",349,137,693,271
"P10592",128,69,639,251
"P14682",13,0,295,58
"P15891",176,23,592,56
"P10964",236,114,1664,695
"P26785",63,17,198,89
"P33204",60,22,171,79
"P49090",173,51,572,233
"Q04371",88,57,470,264
"P00942",169,65,248,110
"P11075",124,83,2009,1083
"Q99287",39,17,776,450
"P0CS90",295,127,654,254
"P22203",110,74,233,166
"P20434",41,13,215,85
"Q03655",43,17,524,119
"Q01939",78,27,405,183
"P26321",196,73,297,122
"P34167",116,19,436,24
"P48164",84,41,190,78
"P32324",597,234,842,328
"P04147",350,105,577,211
"P42945",175,144,1769,1285
"Q08972",260,157,1196,534
"P38088",277,102,690,236
"P38768",9,4,344,72
"P38934",166,95,470,321
"P38174",49,23,421,129
"P38623",19,1,610,147
"Q04636",99,6,552,70
"Q03862",130,38,593,160
"P27809",84,22,442,145
"P32074",191,98,935,500
"P39935",190,53,952,211
"P06634",244,105,604,174
"P32377",84,28,396,165
"P39990",91,44,126,64
"P53738",38,9,135,50
"P00549",424,156,500,192
"P38998",62,15,373,137
"Q06142",313,249,861,687
"P19882",311,174,572,285
"P07278",35,16,416,135
"P53733",22,6,91,13
"P43583",79,63,2143,1276
"P53742",36,12,486,178
"P12945",132,96,854,604
"P00817",212,38,287,43
"P40413",127,62,562,281
"P09624",246,90,499,149
"P07244",460,179,802,280
"P00925",209,101,437,181
"P00924",122,64,437,181
"P07259",990,361,2214,772
"P07262",177,79,454,209
"Q12452",73,41,347,172
"P53313",68,42,767,366
"P39730",339,115,1002,287
"P46655",379,158,708,247
"P06197",11,11,220,176
"P32366",156,108,345,246
"P31116",219,84,359,151
"Q12692",44,36,134,65
"P32473",239,114,366,147
"P40024",187,83,610,242
"P06168",242,124,395,202
"Q12344",19,0,894,388
"P33421",11,9,198,114
"P00498",168,44,297,90
"P25349",109,34,247,84
"P00560",345,143,416,174
"P38625",277,99,525,183
"P10622",45,31,106,38
"P25443",166,55,254,75
"P32628",102,19,398,112
"P38011",240,0,319,NA
"P38689",77,38,320,105
"P16862",546,227,959,413
"P19097",920,452,1887,831
"P17967",278,88,522,171
"Q07478",184,49,446,167
"Q12363",100,2,437,29
"P32263",169,95,286,163
"P14747",27,19,604,233
"P46969",105,40,238,93
"P16521",589,307,1044,533
"P25694",461,187,835,313
"P23337",46,17,708,317
"P27472",35,18,705,327
"P15705",165,111,589,389
"P15180",208,73,591,199
"P09938",217,154,399,265
"P50276",23,23,574,368
"P38915",42,0,602,28
